Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Lenovo,Notebook,8,2.02,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.17598592
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.65892197
Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,2000,0,Nvidia,Others,10.10461124
Dell,Notebook,4,2.3,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,10.34717287
Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.20322352
Dell,Gaming,16,4.42,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.98617623
Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows,10.73249342
Asus,Notebook,8,2,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,Windows,11.14491104
Mediacom,Notebook,4,1.2,0,1,165.6321181,Other Intel Processor,0,32,Intel,Windows,9.88635767
Asus,Gaming,8,2.3,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,11.38348535
Dell,Notebook,8,1.93,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.19739685
Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,10.65693
HP,Notebook,4,1.86,0,0,141.2119981,Other Intel Processor,0,256,Intel,Windows,9.96449738
HP,Gaming,12,2.62,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,11.47054726
Lenovo,Notebook,8,1.87,0,1,157.3505121,Intel Core i7,0,256,Nvidia,Windows,10.73132995
Dell,Ultrabook,8,1.2,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows,11.219074
Dell,Notebook,4,1.6,0,0,157.3505121,Intel Core i3,0,128,Intel,Windows,10.5766145
HP,Ultrabook,8,1.34,0,1,276.0535301,Intel Core i7,0,256,Intel,Windows,11.01872094
Acer,Gaming,8,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others,10.65766962
Asus,Notebook,4,2,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,9.830632948
HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows,10.5344678
Lenovo,Notebook,4,1.87,0,0,157.3505121,Intel Core i5,500,0,Intel,Windows,10.64124474
Lenovo,Notebook,4,2.15,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others,10.11188321
HP,Notebook,4,1.86,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows,9.959497307
Lenovo,Notebook,8,1.99,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,11.43085951
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows,10.18816712
Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.99395387
Dell,Gaming,16,4.42,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.87619764
HP,Notebook,8,2.65,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,10.27478597
HP,Notebook,8,2.63,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,11.13017638
Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,9.387207078
Mediacom,Notebook,4,1.35,0,1,165.6321181,Other Intel Processor,0,0,Intel,Windows,9.516824571
Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows,10.83096982
HP,Notebook,6,1.91,0,1,141.2119981,AMD Processor,0,128,AMD,Windows,10.3192657
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,Windows,10.40188766
Acer,2 in 1 Convertible,4,1.25,1,1,189.9057905,Other Intel Processor,0,0,Intel,Windows,9.830632948
Lenovo,Notebook,4,2.05,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows,10.42128085
HP,Ultrabook,16,1.16,1,1,276.0535301,Other Intel Processor,0,512,Intel,Windows,11.55880855
Lenovo,Notebook,8,3.4,0,1,127.3356746,Intel Core i7,0,256,Nvidia,Windows,11.9815952
Asus,Notebook,8,2.5,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.70777173
Dell,Ultrabook,8,1.21,1,1,331.2642361,Intel Core i5,0,128,Intel,Windows,11.35269474
Dell,Notebook,4,1.93,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.8414521
Fujitsu,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.58085895
Lenovo,Notebook,4,2.2,0,0,141.2119981,Other Intel Processor,500,0,Intel,Windows,9.816202684
Lenovo,Notebook,4,2.02,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,10.87326597
HP,Workstation,8,3.14,0,0,106.1130621,Intel Core i5,500,0,Nvidia,Windows,11.50442491
HP,Notebook,8,1.94,0,0,111.9352036,Other Intel Processor,2000,0,Intel,Windows,9.93914037
HP,Notebook,6,1.95,0,1,141.2119981,AMD Processor,0,256,AMD,Windows,10.45099374
Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.69698673
Lenovo,Notebook,4,2.05,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,10.50497986
Mediacom,Notebook,4,1.4,0,0,157.3505121,Other Intel Processor,0,32,Intel,Windows,9.493013923
Toshiba,Ultrabook,16,1.24,1,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.50657736
Lenovo,Gaming,32,4.6,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.86276961
MSI,Gaming,16,4.14,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,11.88725155
Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,10.59431336
Mediacom,Notebook,4,1.45,0,1,157.3505121,Other Intel Processor,0,32,Intel,Windows,9.93914037
Dell,Notebook,8,1.9,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.89180021
HP,Notebook,4,1.49,0,0,165.6321181,Intel Core i3,0,128,Intel,Windows,10.55342238
Dell,Notebook,16,1.93,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.31340248
Dell,Netbook,4,1.26,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,9.662536383
MSI,Gaming,16,4.5,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.73730601
HP,Gaming,16,3.78,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.28744719
Lenovo,Ultrabook,12,1.4,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,11.39793473
Lenovo,Notebook,12,2.2,1,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,10.38737929
Asus,Gaming,8,2.73,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,Windows,11.45429585
Asus,2 in 1 Convertible,8,2.2,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.58085895
Lenovo,Notebook,12,2.2,0,0,141.2119981,AMD Processor,0,512,AMD,Windows,10.83096982
Dell,2 in 1 Convertible,4,1.39,1,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,10.37747822
Samsung,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.41335615
Lenovo,Notebook,4,2.8,0,0,127.3356746,Intel Core i3,500,0,Intel,Others,10.24654946
Lenovo,Notebook,8,2.29,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.10461124
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,0,512,Intel,Windows,11.58888601
Lenovo,Notebook,8,1.7,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,11.2712961
Dell,2 in 1 Convertible,8,1.34,1,0,176.2325736,Intel Core i5,0,256,Intel,Windows,11.39613993
Dell,Workstation,8,2.06,1,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.45033321
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,11.08134716
HP,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.4805675
Acer,Notebook,4,1.6,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows,9.771618777
MSI,Gaming,16,4.14,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.67131902
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,Others,10.11759843
MSI,Gaming,16,1.8,0,0,282.4239962,Intel Core i7,2000,256,Nvidia,Windows,11.71579055
Toshiba,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,11.219074
Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.31061528
Lenovo,2 in 1 Convertible,8,2,1,1,141.2119981,Intel Core i7,0,256,Intel,Windows,11.14491104
Acer,Notebook,4,1.6,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.830632948
Lenovo,Notebook,32,2.5,0,1,282.4239962,Other Intel Processor,0,1000,Nvidia,Windows,12.47234741
Dell,Gaming,16,2.59,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.7543573
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,10.07116034
Dell,Notebook,4,2.25,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,9.858883415
Dell,Notebook,4,1.93,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,10.74290415
Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.03860919
Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,0,128,AMD,Others,10.31944146
HP,Ultrabook,8,1.84,0,0,141.2119981,Intel Core i7,0,512,Intel,Windows,11.21190037
MSI,Gaming,16,2.94,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.70215296
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,Other Intel Processor,0,0,Intel,Others,9.913097231
HP,Notebook,8,2.31,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows,11.00021006
Lenovo,Notebook,8,1.65,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.26517155
Dell,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,10.62971355
Fujitsu,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,10.65892197
HP,Notebook,4,1.88,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.81289384
Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.77684406
Mediacom,Notebook,2,1.4,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows,9.452024578
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,0,128,Intel,Others,10.12402932
Asus,2 in 1 Convertible,6,1.5,1,0,165.6321181,Intel Core i5,1000,0,Intel,Windows,10.43548113
Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.48215281
Asus,Ultrabook,16,1.1,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.52517019
Dell,Gaming,16,2.62,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.27468249
Lenovo,Notebook,4,1.8,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.69578118
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,10.3368635
Asus,Notebook,8,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,9.964522443
Asus,Notebook,8,1.99,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.78528442
Dell,Ultrabook,8,1.23,1,0,276.0535301,Intel Core i5,0,256,Intel,Windows,11.50871983
Lenovo,Notebook,2,1.42,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.493013923
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,11.44716313
Dell,Notebook,16,2.06,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows,11.75836829
Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,10.98677501
HP,Notebook,8,2.6,0,0,107.9856456,AMD Processor,1000,0,AMD,Windows,10.23111911
Lenovo,Ultrabook,16,1.14,0,1,157.3505121,Intel Core i7,0,512,Intel,Windows,11.77940433
Asus,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Others,11.03946499
Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.08480861
Lenovo,Notebook,4,1.43,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.588689133
Acer,Ultrabook,8,1.8,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,10.79884715
Razer,Gaming,16,1.95,0,0,157.3505121,Intel Core i7,0,256,Nvidia,Windows,11.83844306
Toshiba,Notebook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.07641294
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i7,0,256,Intel,Windows,11.3432696
Asus,Gaming,32,3.8,0,1,127.3356746,Intel Core i7,0,512,Nvidia,Windows,11.91257852
Acer,Gaming,8,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others,10.53941655
Dell,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.25481089
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.05878107
HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,500,0,Intel,Others,9.87518437
Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows,10.9453517
Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,10.79884715
Dell,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,11.00994896
Lenovo,Gaming,8,3.31,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.06229896
Dell,Gaming,32,4.42,0,1,254.6713491,Intel Core i7,1000,512,Nvidia,Windows,12.02988349
Dell,Notebook,8,1.56,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.08951714
Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,10.01343195
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,10.25782777
HP,Notebook,6,2.04,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows,10.2652766
MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.27992229
Toshiba,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,10.1861611
Dell,Notebook,8,2.06,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.83727237
HP,Notebook,8,2.1,0,0,141.2119981,Intel Core i7,1000,0,AMD,Windows,10.58894524
Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,11.11283946
Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,Others,9.996584376
Microsoft,Ultrabook,8,1.252,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows,11.50810434
Lenovo,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,10.68236224
Lenovo,2 in 1 Convertible,8,1.3,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,10.91675108
Lenovo,Notebook,4,2.2,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,9.830632948
HP,2 in 1 Convertible,4,1.63,1,1,157.3505121,Intel Core i3,0,128,Nvidia,Windows,10.52521177
MSI,Gaming,16,2.4,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.1410545
Asus,Ultrabook,8,1.1,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.00994896
HP,2 in 1 Convertible,8,1.4,1,0,135.0942112,Other Intel Processor,0,0,Intel,Others,10.18011879
LG,Ultrabook,8,1.09,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,11.71579055
Acer,Gaming,16,2.5,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,11.14491104
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.8812141
Asus,Notebook,4,1.86,0,0,100.4546699,Other Intel Processor,0,128,Intel,Windows,10.01343195
Dell,Gaming,16,3.21,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,11.60164378
HP,Notebook,4,2.5,0,1,127.3356746,Intel Core i3,0,256,AMD,Windows,10.52521177
Lenovo,2 in 1 Convertible,8,1.19,1,1,165.6321181,Intel Core i7,0,512,Intel,Windows,11.28811452
Dell,Gaming,16,3.49,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.91783442
HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i5,500,0,AMD,Windows,10.39328954
Dell,Notebook,4,2.2,0,0,100.4546699,Intel Core i3,1000,0,AMD,Windows,10.27757542
HP,Notebook,6,2.65,0,1,127.3356746,AMD Processor,2000,0,AMD,Windows,10.31944146
Lenovo,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.737612409
Acer,Notebook,4,1.45,0,0,111.9352036,Other Intel Processor,0,0,Intel,Others,9.902487052
Lenovo,Notebook,4,1.7,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,10.52521177
HP,Workstation,8,3.14,0,0,127.3356746,Intel Core i7,500,0,Nvidia,Windows,11.52936664
Lenovo,2 in 1 Convertible,8,1.42,1,0,209.8006829,Intel Core i7,0,256,Intel,Windows,11.83497418
Toshiba,Notebook,8,1.5,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,10.85594511
Acer,Netbook,4,1.4,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.570272406
Lenovo,2 in 1 Convertible,16,1.38,1,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.4423605
Asus,2 in 1 Convertible,4,1.2,1,0,176.2325736,Other Intel Processor,0,0,Intel,Others,10.48134509
Toshiba,Ultrabook,16,1.36,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,11.51299106
HP,Notebook,4,2.1,0,1,141.2119981,Intel Core i7,500,0,AMD,Windows,10.5108023
Dell,Gaming,8,2.56,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.68364511
Lenovo,Notebook,4,2.2,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,9.964522443
Lenovo,Notebook,8,2.2,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,10.03701795
Lenovo,Notebook,4,2.1,0,0,141.2119981,Intel Core i5,2000,0,Intel,Windows,10.40761648
Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i3,500,0,Intel,Others,10.08480861
Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.65390314
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,10.8823158
Lenovo,Workstation,16,2.18,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.501201
Lenovo,Notebook,8,1.8,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.0581096
HP,Notebook,6,2.71,0,1,127.3356746,AMD Processor,2000,0,AMD,Windows,10.46021153
Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.10565954
Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Others,10.96857615
Dell,Notebook,8,1.98,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others,10.56311104
Asus,Notebook,4,1.5,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows,9.672654513
Dell,Notebook,16,1.93,0,0,141.2119981,Intel Core i5,0,512,Intel,Windows,11.23865235
Lenovo,Notebook,8,1.87,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows,10.72908062
Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.04798293
Lenovo,Notebook,4,2.19,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,9.672654513
Mediacom,Notebook,4,1.4,0,1,161.7253908,Other Intel Processor,32,0,Intel,Windows,9.555290852
HP,Notebook,8,2.63,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,11.06563786
Lenovo,Ultrabook,8,1.17,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows,11.40605469
HP,2 in 1 Convertible,8,1.58,1,1,117.8265301,Intel Core i5,0,256,Intel,Windows,10.70490709
Lenovo,Ultrabook,8,1.32,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,11.28811452
Dell,Gaming,32,4.36,0,0,254.6713491,Intel Core i7,1000,1000,Nvidia,Windows,12.1806155
MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.18229434
Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i5,1000,0,Intel,Others,10.16976231
Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,10.55342238
Dell,2 in 1 Convertible,4,1.71,1,0,165.6321181,Intel Core i3,1000,0,Intel,Windows,10.45099374
Dell,Notebook,8,2.32,0,0,100.4546699,Intel Core i5,1000,0,AMD,Others,10.35486967
HP,Notebook,4,2.1,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,10.16792352
Acer,Gaming,16,4.2,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.54342363
Dell,Notebook,12,2.25,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,10.45099374
HP,Notebook,6,2.1,0,0,141.2119981,AMD Processor,1000,128,AMD,Windows,10.45253339
Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.3017105
Lenovo,Notebook,8,1.44,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,10.84249431
Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i7,1000,0,Intel,Windows,10.63357207
HP,Workstation,16,2.6,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.76667054
Dell,2 in 1 Convertible,8,1.55,1,0,165.6321181,Intel Core i5,1000,0,Intel,Windows,10.46628456
MSI,Gaming,16,1.8,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.62262162
Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,9.993667504
Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.07145425
Dell,Notebook,8,2,0,0,100.4546699,Intel Core i3,0,256,Intel,Windows,10.47534807
Toshiba,Notebook,8,1.25,1,1,157.3505121,Intel Core i5,0,256,Intel,Windows,11.31184669
Lenovo,2 in 1 Convertible,8,1.7,1,0,157.3505121,Intel Core i5,0,256,Intel,Windows,10.8823158
Lenovo,Workstation,16,2.5,0,1,282.4239962,Intel Core i7,0,1000,Nvidia,Windows,12.0769357
Acer,Notebook,2,1.68,0,0,111.9352036,Other Intel Processor,0,0,Intel,Others,9.774653681
Samsung,Ultrabook,16,0.81,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.38348535
HP,Notebook,8,1.86,0,0,141.2119981,Intel Core i3,0,256,Intel,Windows,10.2652766
Dell,Notebook,8,1.6,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows,11.00261819
HP,Workstation,16,3,0,1,127.3356746,Other Intel Processor,0,256,Nvidia,Windows,12.36241772
Lenovo,Netbook,4,1.4,1,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,10.13887583
HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.52517019
Asus,Notebook,4,2.45,0,0,100.4546699,Intel Core i5,1000,0,Nvidia,Others,10.3368635
Lenovo,Ultrabook,4,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows,10.97498349
Asus,Notebook,4,2.37,0,0,100.4546699,Intel Core i7,0,256,Intel,Windows,10.72067972
Lenovo,2 in 1 Convertible,8,1.3,1,1,276.0535301,Intel Core i5,0,256,Intel,Windows,11.06480418
HP,Notebook,8,2.2,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.97771698
HP,Workstation,8,2.59,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.32864295
Dell,Gaming,16,4.42,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,Windows,11.93727636
Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,10.37082262
Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,10.93019989
Dell,Ultrabook,16,1.18,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,11.50335501
Google,Ultrabook,8,1.1,1,0,234.5074,Intel Core i5,0,256,Intel,Others,11.3273609
Asus,Ultrabook,8,1.2,0,1,276.0535301,Intel Core i5,0,256,Intel,Windows,11.00464859
Dell,Notebook,4,1.65,0,0,117.8265301,Intel Core i3,500,0,Intel,Windows,10.71962021
Acer,Notebook,4,1.6,0,0,117.8265301,Intel Core i5,0,128,Intel,Windows,10.46019626
Asus,Notebook,4,2.8,0,0,90.58340172,Other Intel Processor,1000,0,Nvidia,Windows,10.12901686
Dell,Gaming,16,2.72,1,1,282.4239962,Intel Core i7,1000,128,Nvidia,Windows,10.97771698
Samsung,Ultrabook,8,1.31,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.35269474
Acer,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.672654513
Dell,Notebook,16,2.3,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,11.04990644
Samsung,2 in 1 Convertible,16,1.71,1,0,146.860478,Intel Core i7,0,256,AMD,Windows,11.47054726
Toshiba,Notebook,4,1.75,0,1,111.9352036,Intel Core i5,0,128,Intel,Windows,10.90311893
Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.97771698
HP,Ultrabook,4,1.26,0,0,125.367428,Intel Core i5,0,256,Intel,Windows,11.1016483
Asus,2 in 1 Convertible,12,2.3,1,0,141.2119981,Intel Core i7,2000,0,Nvidia,Windows,10.70777173
Lenovo,Notebook,16,2.5,0,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows,11.74620626
Acer,Notebook,4,1.8,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows,10.43075959
Razer,Gaming,16,1.95,0,0,157.3505121,Intel Core i7,0,512,Nvidia,Windows,11.94768216
Asus,Notebook,8,2,0,0,141.2119981,Other Intel Processor,0,128,Intel,Windows,10.34185964
Dell,Gaming,32,4.42,0,1,127.3356746,Intel Core i7,1000,1000,Nvidia,Windows,12.16113419
Asus,Gaming,16,4.3,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.73773163
Toshiba,Ultrabook,16,1.47,0,1,157.3505121,Intel Core i7,0,512,Nvidia,Windows,11.45090026
Lenovo,Notebook,8,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.771618777
Lenovo,Ultrabook,16,1.7,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.71579055
MSI,Gaming,16,1.6,0,1,157.3505121,Intel Core i7,1000,256,Nvidia,Windows,11.52042209
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,10.96857615
